,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,current_ventilator_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
0,0,0,0,GB,2020-01-01,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.691358,-1.234568,4.938272,0.09525,0.0,1.771605,93.750654
1,1,1,1,GB,2020-01-02,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.308642,2.160494,9.265432,2.721429,0.0,4.537037,88.51639
2,2,2,2,GB,2020-01-03,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.950617,2.62963,8.728395,0.943429,0.0,2.6875,82.009414
3,3,3,3,GB,2020-01-04,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.228395,4.061728,7.308642,0.15875,0.0,4.590278,86.029464
4,4,4,4,GB,2020-01-05,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.604938,5.518519,8.746914,0.47625,0.0,6.194444,87.614486
5,5,5,5,GB,2020-01-06,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.592593,4.481481,7.864198,1.354667,0.0,4.092593,84.42677
6,6,6,6,GB,2020-01-07,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.407407,3.561728,11.654321,3.628571,0.0,6.604167,85.10651
7,7,7,7,GB,2020-01-08,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.839506,3.185185,9.561728,3.499556,0.0,2.697531,80.727203
8,8,8,8,GB,2020-01-09,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.177778,2.133333,4.3,6.9215,10.16,2.494444,95.355983
9,9,9,9,GB,2020-01-10,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.055556,-0.4,5.938889,3.3274,0.0,1.383333,88.994861
10,10,10,10,GB,2020-01-11,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.561111,4.766667,10.85,1.632857,0.0,6.845679,86.046258
11,11,11,11,GB,2020-01-12,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.494444,1.911111,7.133333,10.301111,0.0,2.888889,89.444067
12,12,12,12,GB,2020-01-13,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166667,1.361111,6.55,1.669143,0.0,2.888889,91.474491
13,13,13,13,GB,2020-01-14,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.072222,2.266667,6.505556,4.826,0.0,2.322222,88.472051
14,14,14,14,GB,2020-01-15,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.755556,2.572222,6.694444,6.575778,0.0,1.616667,80.36798
15,15,15,15,GB,2020-01-16,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.211111,3.15,9.538889,0.108857,0.0,4.876543,88.546639
16,16,16,16,GB,2020-01-17,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.211111,2.683333,6.211111,7.728857,0.0,2.5,88.738477
17,17,17,17,GB,2020-01-18,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.438889,-0.388889,4.977778,1.6256,0.0,-0.038889,84.187782
18,18,18,18,GB,2020-01-19,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.205556,-3.6,5.016667,0.0254,0.0,-0.216667,90.393684
19,19,19,19,GB,2020-01-20,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.56,3.561111,0.505556,7.055556,0.0762,0.0,1.75,88.075497
20,20,20,20,GB,2020-01-21,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.56,4.5,0.638889,7.527778,0.0,0.0,3.814815,94.160395
21,21,21,21,GB,2020-01-22,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.56,6.05,2.744444,9.95,0.112889,0.0,5.518519,95.778306
22,22,22,22,GB,2020-01-23,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.56,5.427778,2.116667,8.255556,0.1778,0.0,4.919753,94.74449
23,23,23,23,GB,2020-01-24,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.56,5.127778,2.433333,7.977778,0.0254,0.0,4.481481,93.253453
24,24,24,24,GB,2020-01-25,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.56,5.055556,2.688889,6.627778,0.225778,0.0,3.95679,89.822548
25,25,25,25,GB,2020-01-26,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.56,4.983333,1.6,7.155556,0.6985,0.0,3.427778,89.712964
26,26,26,26,GB,2020-01-27,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.56,2.816667,0.638889,5.711111,3.374571,0.0,1.105556,88.648851
27,27,27,27,GB,2020-01-28,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.56,2.605556,0.461111,4.283333,2.6035,0.0,0.594444,86.940257
28,28,28,28,GB,2020-01-29,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.56,4.888889,2.05,8.016667,1.415143,0.0,2.377778,84.07211
29,29,29,29,GB,2020-01-30,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.56,7.711111,5.833333,10.15,3.302,0.0,5.469136,82.694249
